,date,Branch,City,Customer_Type,Gender,Product name,Unit price,Quantity,Tax 5%,Total,Payment,Shipping_Method,Invoice ID,Date,Time,cogs,gross margin percentage,gross income,Rating
903,2019-01-28,A,Yangon,New,Male,Food and beverages,11.53,7,4.0355,84.7455,Cash,Customer Paid,865-41-9075,1/28/2019,17:35,80.71,4.761904762,4.0355,8.1
543,2019-01-28,C,Naypyitaw,Existing,Male,Electronic accessories,18.77,6,5.631,118.251,Credit card,Free,243-47-2663,1/28/2019,16:43,112.62,4.761904762,5.631,5.5
409,2019-01-28,C,Naypyitaw,New,Female,Fashion accessories,23.82,5,5.955,125.055,Ewallet,Free,372-26-1506,1/28/2019,19:24,119.1,4.761904762,5.955,5.4
31,2019-01-28,B,Mandalay,Existing,Male,Sports and travel,78.07,9,35.1315,737.7615,Cash,Customer Paid,149-71-6266,1/28/2019,12:43,702.63,4.761904762,35.1315,4.5
154,2019-01-28,C,Naypyitaw,New,Female,Sports and travel,80.97,8,32.388,680.148,Cash,Customer Paid,400-89-4171,1/28/2019,13:05,647.76,4.761904762,32.388,9.3
989,2019-01-28,B,Mandalay,Existing,Male,Health and beauty,75.37,8,30.148,633.108,Credit card,Free,430-53-4718,1/28/2019,15:46,602.96,4.761904762,30.148,8.4
445,2019-01-28,B,Mandalay,Existing,Female,Health and beauty,19.15,1,0.9575,20.1075,Credit card,Free,390-80-5128,1/28/2019,17:58,19.15,4.761904762,0.9575,9.5
895,2019-01-28,B,Mandalay,New,Male,Health and beauty,99.16,8,39.664,832.944,Credit card,Free,699-88-1972,1/28/2019,17:47,793.28,4.761904762,39.664,4.2
179,2019-01-28,C,Naypyitaw,Existing,Male,Health and beauty,86.8,3,13.02,273.42,Ewallet,Free,342-65-4817,1/28/2019,16:47,260.4,4.761904762,13.02,9.9
189,2019-01-28,C,Naypyitaw,New,Female,Home and lifestyle,69.81,4,13.962,293.202,Credit card,Free,593-65-1552,1/28/2019,20:50,279.24,4.761904762,13.962,5.9
505,2019-01-28,A,Yangon,Existing,Male,Electronic accessories,24.18,8,9.672,203.112,Ewallet,Free,726-29-6793,1/28/2019,20:54,193.44,4.761904762,9.672,9.8
872,2019-01-28,B,Mandalay,Existing,Female,Electronic accessories,21.43,10,10.715,225.015,Cash,Customer Paid,544-55-9589,1/28/2019,11:51,214.3,4.761904762,10.715,6.2
236,2019-01-28,C,Naypyitaw,New,Male,Health and beauty,17.41,5,4.3525,91.4025,Credit card,Free,211-30-9270,1/28/2019,15:16,87.05,4.761904762,4.3525,4.9
826,2019-01-28,B,Mandalay,Existing,Female,Health and beauty,72.11,9,32.4495,681.4395,Credit card,Free,222-42-0244,1/28/2019,13:53,648.99,4.761904762,32.4495,7.7
825,2019-01-29,A,Yangon,Existing,Female,Sports and travel,22.01,4,4.402,92.442,Credit card,Free,569-76-2760,1/29/2019,18:15,88.04,4.761904762,4.402,6.6
255,2019-01-29,B,Mandalay,Existing,Male,Fashion accessories,32.62,4,6.524,137.004,Cash,Customer Paid,110-48-7033,1/29/2019,14:12,130.48,4.761904762,6.524,9.0
995,2019-01-29,C,Naypyitaw,New,Male,Health and beauty,40.35,1,2.0175,42.3675,Ewallet,Free,233-67-5758,1/29/2019,13:46,40.35,4.761904762,2.0175,6.2
373,2019-01-29,C,Naypyitaw,New,Male,Fashion accessories,42.08,6,12.624,265.104,Cash,Customer Paid,382-25-8917,1/29/2019,12:25,252.48,4.761904762,12.624,8.9
737,2019-01-29,C,Naypyitaw,New,Male,Electronic accessories,58.76,10,29.38,616.98,Ewallet,Free,137-63-5492,1/29/2019,14:26,587.6,4.761904762,29.38,9.0
571,2019-01-29,B,Mandalay,Existing,Male,Sports and travel,26.67,10,13.335,280.035,Cash,Customer Paid,343-61-3544,1/29/2019,11:48,266.7,4.761904762,13.335,8.6
152,2019-01-29,A,Yangon,New,Male,Fashion accessories,83.24,9,37.458,786.618,Credit card,Free,746-94-0204,1/29/2019,11:56,749.16,4.761904762,37.458,7.4
507,2019-01-29,B,Mandalay,New,Female,Food and beverages,84.05,6,25.215,529.515,Credit card,Free,862-17-9201,1/29/2019,10:48,504.3,4.761904762,25.215,7.7
200,2019-01-29,C,Naypyitaw,Existing,Female,Sports and travel,19.15,6,5.745,120.645,Credit card,Free,606-80-4905,1/29/2019,10:01,114.9,4.761904762,5.745,6.8
658,2019-01-29,A,Yangon,Existing,Female,Sports and travel,27.93,5,6.9825,146.6325,Cash,Customer Paid,816-72-8853,1/29/2019,15:48,139.65,4.761904762,6.9825,5.9
695,2019-01-29,A,Yangon,Existing,Female,Home and lifestyle,87.37,5,21.8425,458.6925,Cash,Customer Paid,800-09-8606,1/29/2019,19:45,436.85,4.761904762,21.8425,6.6
479,2019-01-29,A,Yangon,New,Male,Electronic accessories,38.6,1,1.93,40.53,Ewallet,Free,575-67-1508,1/29/2019,11:26,38.6,4.761904762,1.93,6.7
562,2019-01-30,B,Mandalay,New,Female,Electronic accessories,42.42,8,16.968,356.328,Ewallet,Free,134-54-4720,1/30/2019,13:58,339.36,4.761904762,16.968,5.7
847,2019-01-30,C,Naypyitaw,New,Female,Sports and travel,22.38,1,1.119,23.499,Credit card,Free,862-29-5914,1/30/2019,17:08,22.38,4.761904762,1.119,8.6
379,2019-01-30,B,Mandalay,New,Female,Electronic accessories,23.65,4,4.73,99.33,Credit card,Free,182-69-8360,1/30/2019,13:32,94.6,4.761904762,4.73,4.0
845,2019-01-30,A,Yangon,Existing,Male,Electronic accessories,93.78,3,14.067,295.407,Credit card,Free,804-38-3935,1/30/2019,11:32,281.34,4.761904762,14.067,5.9
557,2019-01-30,C,Naypyitaw,Existing,Female,Food and beverages,98.52,10,49.26,1034.46,Ewallet,Free,283-26-5248,1/30/2019,20:23,985.2,4.761904762,49.26,4.5
488,2019-01-30,C,Naypyitaw,New,Male,Home and lifestyle,22.96,1,1.148,24.108,Cash,Customer Paid,556-72-8512,1/30/2019,20:47,22.96,4.761904762,1.148,4.3
343,2019-01-30,C,Naypyitaw,New,Female,Food and beverages,97.03,5,24.2575,509.4075,Ewallet,Free,416-13-5917,1/30/2019,16:24,485.15,4.761904762,24.2575,9.3
747,2019-01-30,C,Naypyitaw,Existing,Female,Home and lifestyle,10.53,5,2.6325,55.2825,Credit card,Free,664-14-2882,1/30/2019,14:43,52.65,4.761904762,2.6325,5.8
163,2019-01-30,C,Naypyitaw,New,Male,Sports and travel,76.4,2,7.64,160.44,Ewallet,Free,423-80-0988,1/30/2019,19:42,152.8,4.761904762,7.64,6.5
809,2019-01-31,C,Naypyitaw,New,Female,Fashion accessories,62.18,10,31.09,652.89,Ewallet,Free,189-55-2313,1/31/2019,10:33,621.8,4.761904762,31.09,6.0
227,2019-01-31,C,Naypyitaw,Existing,Male,Electronic accessories,37.06,4,7.412,155.652,Ewallet,Free,583-72-1480,1/31/2019,16:24,148.24,4.761904762,7.412,9.7
220,2019-01-31,B,Mandalay,New,Male,Electronic accessories,45.35,6,13.605,285.705,Ewallet,Free,239-36-3640,1/31/2019,13:44,272.1,4.761904762,13.605,6.1
714,2019-01-31,C,Naypyitaw,Existing,Male,Fashion accessories,98.7,8,39.48,829.08,Ewallet,Free,735-32-9839,1/31/2019,10:36,789.6,4.761904762,39.48,8.5
287,2019-01-31,C,Naypyitaw,New,Female,Sports and travel,23.75,9,10.6875,224.4375,Cash,Customer Paid,226-71-3580,1/31/2019,12:02,213.75,4.761904762,10.6875,9.5
430,2019-01-31,B,Mandalay,New,Male,Fashion accessories,69.08,2,6.908,145.068,Credit card,Free,286-75-7818,1/31/2019,19:48,138.16,4.761904762,6.908,6.9
256,2019-01-31,A,Yangon,Existing,Male,Electronic accessories,66.35,1,3.3175,69.6675,Credit card,Free,366-93-0948,1/31/2019,10:46,66.35,4.761904762,3.3175,9.7
761,2019-01-31,B,Mandalay,New,Male,Electronic accessories,72.13,10,36.065,757.365,Credit card,Free,525-09-8450,1/31/2019,15:12,721.3,4.761904762,36.065,4.2
706,2019-01-31,B,Mandalay,New,Female,Electronic accessories,43.0,4,8.6,180.6,Ewallet,Free,834-45-5519,1/31/2019,20:48,172.0,4.761904762,8.6,7.6
385,2019-01-31,B,Mandalay,Existing,Male,Sports and travel,75.82,1,3.791,79.611,Cash,Customer Paid,525-88-7307,1/31/2019,13:19,75.82,4.761904762,3.791,5.8
454,2019-01-31,A,Yangon,Existing,Male,Electronic accessories,20.77,4,4.154,87.234,Cash,Customer Paid,187-83-5490,1/31/2019,13:47,83.08,4.761904762,4.154,4.7
310,2019-01-31,B,Mandalay,Existing,Male,Sports and travel,79.93,6,23.979,503.559,Cash,Customer Paid,532-59-7201,1/31/2019,14:04,479.58,4.761904762,23.979,5.5
913,2019-01-31,A,Yangon,Existing,Male,Fashion accessories,51.34,8,20.536,431.256,Ewallet,Free,522-57-8364,1/31/2019,10:00,410.72,4.761904762,20.536,7.6
779,2019-01-31,B,Mandalay,Existing,Male,Electronic accessories,87.87,9,39.5415,830.3715,Ewallet,Free,457-94-0464,1/31/2019,20:32,790.83,4.761904762,39.5415,5.6
102,2019-02-01,C,Naypyitaw,New,Female,Electronic accessories,23.07,9,10.3815,218.0115,Cash,Customer Paid,551-21-3069,2/1/2019,11:27,207.63,4.761904762,10.3815,4.9
114,2019-02-01,C,Naypyitaw,Existing,Female,Home and lifestyle,80.79,9,36.3555,763.4655,Credit card,Free,237-01-6122,2/1/2019,20:31,727.11,4.761904762,36.3555,9.5
539,2019-02-01,C,Naypyitaw,Existing,Female,Food and beverages,87.48,6,26.244,551.124,Ewallet,Free,358-88-9262,2/1/2019,18:43,524.88,4.761904762,26.244,5.1
169,2019-02-01,A,Yangon,Existing,Male,Sports and travel,69.52,7,24.332,510.972,Credit card,Free,105-31-1824,2/1/2019,15:10,486.64,4.761904762,24.332,8.5
312,2019-02-01,A,Yangon,Existing,Female,Food and beverages,14.23,5,3.5575,74.7075,Credit card,Free,870-76-1733,2/1/2019,10:08,71.15,4.761904762,3.5575,4.4
581,2019-02-01,A,Yangon,Existing,Female,Health and beauty,77.68,4,15.536,326.256,Cash,Customer Paid,443-82-0585,2/1/2019,19:54,310.72,4.761904762,15.536,8.4
480,2019-02-02,C,Naypyitaw,New,Male,Food and beverages,65.97,8,26.388,554.148,Cash,Customer Paid,541-08-3113,2/2/2019,20:29,527.76,4.761904762,26.388,8.4
720,2019-02-02,B,Mandalay,New,Female,Fashion accessories,25.56,7,8.946,187.866,Cash,Customer Paid,418-05-0656,2/2/2019,20:42,178.92,4.761904762,8.946,7.1
472,2019-02-02,A,Yangon,Existing,Male,Fashion accessories,43.13,10,21.565,452.865,Credit card,Free,405-31-3305,2/2/2019,18:31,431.3,4.761904762,21.565,5.5
915,2019-02-02,C,Naypyitaw,New,Female,Electronic accessories,35.49,6,10.647,223.587,Cash,Customer Paid,717-96-4189,2/2/2019,12:40,212.94,4.761904762,10.647,4.1
745,2019-02-02,C,Naypyitaw,Existing,Female,Food and beverages,38.42,1,1.921,40.341,Cash,Customer Paid,390-17-5806,2/2/2019,16:33,38.42,4.761904762,1.921,8.6
370,2019-02-02,B,Mandalay,Existing,Female,Electronic accessories,26.26,7,9.191,193.011,Cash,Customer Paid,201-86-2184,2/2/2019,19:40,183.82,4.761904762,9.191,9.9
931,2019-02-02,C,Naypyitaw,Existing,Female,Fashion accessories,83.35,2,8.335,175.035,Credit card,Free,756-93-1854,2/2/2019,14:05,166.7,4.761904762,8.335,9.5
499,2019-02-02,A,Yangon,Existing,Female,Sports and travel,51.52,8,20.608,432.768,Cash,Customer Paid,420-18-8989,2/2/2019,15:47,412.16,4.761904762,20.608,9.6
118,2019-02-02,A,Yangon,New,Female,Food and beverages,10.96,10,5.48,115.08,Ewallet,Free,642-32-2990,2/2/2019,20:48,109.6,4.761904762,5.48,6.0
250,2019-02-02,B,Mandalay,Existing,Male,Food and beverages,46.55,9,20.9475,439.8975,Ewallet,Free,845-51-0542,2/2/2019,15:34,418.95,4.761904762,20.9475,6.4
277,2019-02-02,C,Naypyitaw,New,Female,Fashion accessories,95.42,4,19.084,400.764,Ewallet,Free,376-56-3573,2/2/2019,13:23,381.68,4.761904762,19.084,6.4
69,2019-02-02,A,Yangon,Existing,Female,Health and beauty,18.33,1,0.9165,19.2465,Cash,Customer Paid,382-03-4532,2/2/2019,18:50,18.33,4.761904762,0.9165,4.3
41,2019-02-02,C,Naypyitaw,Existing,Male,Home and lifestyle,56.11,2,5.611,117.831,Cash,Customer Paid,554-53-8700,2/2/2019,10:11,112.22,4.761904762,5.611,6.3
244,2019-02-02,B,Mandalay,New,Male,Home and lifestyle,93.87,8,37.548,788.508,Credit card,Free,376-02-8238,2/2/2019,18:42,750.96,4.761904762,37.548,8.3
947,2019-02-03,B,Mandalay,Existing,Male,Fashion accessories,53.78,1,2.689,56.469,Ewallet,Free,676-10-2200,2/3/2019,20:13,53.78,4.761904762,2.689,4.7
614,2019-02-03,A,Yangon,Existing,Male,Food and beverages,67.45,10,33.725,708.225,Ewallet,Free,443-59-0061,2/3/2019,11:25,674.5,4.761904762,33.725,4.2
50,2019-02-03,C,Naypyitaw,Existing,Male,Food and beverages,91.4,7,31.99,671.79,Cash,Customer Paid,326-78-5178,2/3/2019,10:19,639.8,4.761904762,31.99,9.5
751,2019-02-03,A,Yangon,New,Female,Food and beverages,27.28,5,6.82,143.22,Credit card,Free,585-86-8361,2/3/2019,10:31,136.4,4.761904762,6.82,8.6
500,2019-02-03,B,Mandalay,Existing,Male,Sports and travel,73.97,1,3.6985,77.6685,Credit card,Free,277-63-2961,2/3/2019,15:53,73.97,4.761904762,3.6985,5.4
660,2019-02-03,B,Mandalay,New,Female,Sports and travel,42.97,3,6.4455,135.3555,Cash,Customer Paid,322-02-2271,2/3/2019,11:46,128.91,4.761904762,6.4455,9.3
652,2019-02-03,A,Yangon,Existing,Male,Home and lifestyle,72.78,10,36.39,764.19,Cash,Customer Paid,742-04-5161,2/3/2019,17:24,727.8,4.761904762,36.39,7.3
62,2019-02-03,B,Mandalay,Existing,Female,Sports and travel,55.07,9,24.7815,520.4115,Ewallet,Free,347-34-2234,2/3/2019,13:40,495.63,4.761904762,24.7815,10.0
566,2019-02-03,C,Naypyitaw,New,Female,Sports and travel,49.33,10,24.665,517.965,Credit card,Free,718-57-9773,2/3/2019,16:40,493.3,4.761904762,24.665,9.4
819,2019-02-03,B,Mandalay,Existing,Male,Food and beverages,47.16,5,11.79,247.59,Credit card,Free,190-59-3964,2/3/2019,14:35,235.8,4.761904762,11.79,6.0
462,2019-02-03,C,Naypyitaw,New,Female,Sports and travel,73.95,4,14.79,310.59,Cash,Customer Paid,326-71-2155,2/3/2019,10:02,295.8,4.761904762,14.79,6.1
460,2019-02-03,C,Naypyitaw,New,Male,Food and beverages,40.52,5,10.13,212.73,Cash,Customer Paid,639-76-1242,2/3/2019,15:19,202.6,4.761904762,10.13,4.5
289,2019-02-03,A,Yangon,Existing,Female,Home and lifestyle,94.88,7,33.208,697.368,Cash,Customer Paid,430-60-3493,2/3/2019,14:38,664.16,4.761904762,33.208,4.2
332,2019-02-03,A,Yangon,New,Male,Fashion accessories,77.02,5,19.255,404.355,Cash,Customer Paid,566-71-1091,2/3/2019,15:59,385.1,4.761904762,19.255,5.5
979,2019-02-04,B,Mandalay,New,Female,Food and beverages,67.77,1,3.3885,71.1585,Credit card,Free,151-33-7434,2/4/2019,20:43,67.77,4.761904762,3.3885,6.5
419,2019-02-04,A,Yangon,Existing,Female,Electronic accessories,25.22,7,8.827,185.367,Cash,Customer Paid,745-71-3520,2/4/2019,10:23,176.54,4.761904762,8.827,8.2
489,2019-02-04,B,Mandalay,Existing,Female,Home and lifestyle,77.68,9,34.956,734.076,Ewallet,Free,627-95-3243,2/4/2019,13:21,699.12,4.761904762,34.956,9.8
665,2019-02-04,A,Yangon,New,Female,Fashion accessories,48.63,4,9.726,204.246,Ewallet,Free,518-17-2983,2/4/2019,15:44,194.52,4.761904762,9.726,7.6
724,2019-02-04,B,Mandalay,Existing,Male,Food and beverages,23.34,4,4.668,98.028,Ewallet,Free,434-35-9162,2/4/2019,18:53,93.36,4.761904762,4.668,7.4
785,2019-02-04,A,Yangon,New,Male,Electronic accessories,74.58,7,26.103,548.163,Credit card,Free,404-91-5964,2/4/2019,16:09,522.06,4.761904762,26.103,9.0
587,2019-02-04,A,Yangon,New,Female,Sports and travel,43.06,5,10.765,226.065,Ewallet,Free,695-28-6250,2/4/2019,16:38,215.3,4.761904762,10.765,7.7
713,2019-02-04,C,Naypyitaw,New,Female,Health and beauty,13.85,9,6.2325,130.8825,Ewallet,Free,268-20-3585,2/4/2019,12:50,124.65,4.761904762,6.2325,6.0
556,2019-02-04,B,Mandalay,Existing,Female,Fashion accessories,72.04,2,7.204,151.284,Cash,Customer Paid,198-66-9832,2/4/2019,19:38,144.08,4.761904762,7.204,9.5
346,2019-02-04,A,Yangon,Existing,Male,Electronic accessories,71.95,1,3.5975,75.5475,Cash,Customer Paid,441-94-7118,2/4/2019,12:14,71.95,4.761904762,3.5975,7.3
402,2019-02-04,C,Naypyitaw,Existing,Male,Home and lifestyle,13.98,1,0.699,14.679,Ewallet,Free,236-86-3015,2/4/2019,13:38,13.98,4.761904762,0.699,9.8
142,2019-02-05,C,Naypyitaw,Existing,Female,Health and beauty,68.6,10,34.3,720.3,Cash,Customer Paid,338-65-2210,2/5/2019,19:57,686.0,4.761904762,34.3,9.1
961,2019-02-05,A,Yangon,Existing,Male,Electronic accessories,20.89,2,2.089,43.869,Cash,Customer Paid,324-92-3863,2/5/2019,18:45,41.78,4.761904762,2.089,9.8
311,2019-02-05,C,Naypyitaw,Existing,Male,Fashion accessories,69.33,2,6.933,145.593,Ewallet,Free,181-94-6432,2/5/2019,19:05,138.66,4.761904762,6.933,9.7
782,2019-02-05,A,Yangon,Existing,Female,Fashion accessories,30.62,1,1.531,32.151,Credit card,Free,307-04-2070,2/5/2019,14:14,30.62,4.761904762,1.531,4.1
886,2019-02-05,A,Yangon,Existing,Male,Food and beverages,87.9,1,4.395,92.295,Ewallet,Free,325-89-4209,2/5/2019,19:42,87.9,4.761904762,4.395,6.7
111,2019-02-05,C,Naypyitaw,Existing,Female,Health and beauty,98.21,3,14.7315,309.3615,Credit card,Free,210-67-5886,2/5/2019,10:41,294.63,4.761904762,14.7315,7.8
593,2019-02-05,A,Yangon,Existing,Female,Sports and travel,75.2,3,11.28,236.88,Ewallet,Free,880-35-0356,2/5/2019,11:51,225.6,4.761904762,11.28,4.8
110,2019-02-05,B,Mandalay,Existing,Female,Sports and travel,16.49,2,1.649,34.629,Ewallet,Free,479-26-8945,2/5/2019,11:32,32.98,4.761904762,1.649,4.6
257,2019-02-05,A,Yangon,Existing,Male,Home and lifestyle,25.91,6,7.773,163.233,Ewallet,Free,729-09-9681,2/5/2019,10:16,155.46,4.761904762,7.773,8.7
897,2019-02-05,C,Naypyitaw,Existing,Female,Food and beverages,47.27,6,14.181,297.801,Cash,Customer Paid,409-49-6995,2/5/2019,10:17,283.62,4.761904762,14.181,8.8
339,2019-02-05,B,Mandalay,Existing,Female,Food and beverages,42.82,9,19.269,404.649,Credit card,Free,374-17-3652,2/5/2019,15:26,385.38,4.761904762,19.269,8.9
552,2019-02-05,B,Mandalay,New,Female,Health and beauty,58.24,9,26.208,550.368,Cash,Customer Paid,210-57-1719,2/5/2019,12:34,524.16,4.761904762,26.208,9.7
894,2019-02-06,B,Mandalay,Existing,Male,Electronic accessories,50.45,6,15.135,317.835,Credit card,Free,811-35-1094,2/6/2019,15:16,302.7,4.761904762,15.135,8.9
725,2019-02-06,C,Naypyitaw,Existing,Female,Health and beauty,28.5,8,11.4,239.4,Cash,Customer Paid,149-14-0304,2/6/2019,14:24,228.0,4.761904762,11.4,6.6
10,2019-02-06,B,Mandalay,Existing,Female,Fashion accessories,14.48,4,2.896,60.816,Ewallet,Free,351-62-0822,2/6/2019,18:07,57.92,4.761904762,2.896,4.5
773,2019-02-06,C,Naypyitaw,New,Female,Food and beverages,52.42,1,2.621,55.041,Credit card,Free,471-06-8611,2/6/2019,10:22,52.42,4.761904762,2.621,6.3
47,2019-02-06,B,Mandalay,Existing,Female,Food and beverages,20.01,9,9.0045,189.0945,Ewallet,Free,727-46-3608,2/6/2019,15:47,180.09,4.761904762,9.0045,4.1
378,2019-02-06,C,Naypyitaw,Existing,Male,Fashion accessories,96.98,4,19.396,407.316,Ewallet,Free,595-86-2894,2/6/2019,17:20,387.92,4.761904762,19.396,9.4
715,2019-02-06,A,Yangon,New,Female,Health and beauty,35.68,5,8.92,187.32,Credit card,Free,258-92-7466,2/6/2019,18:33,178.4,4.761904762,8.92,6.6
203,2019-02-06,B,Mandalay,Existing,Male,Health and beauty,25.9,10,12.95,271.95,Ewallet,Free,875-46-5808,2/6/2019,14:51,259.0,4.761904762,12.95,8.7
522,2019-02-06,A,Yangon,Existing,Female,Home and lifestyle,37.44,6,11.232,235.872,Credit card,Free,609-81-8548,2/6/2019,13:55,224.64,4.761904762,11.232,5.9
532,2019-02-06,B,Mandalay,New,Male,Electronic accessories,22.95,10,11.475,240.975,Ewallet,Free,857-67-9057,2/6/2019,19:20,229.5,4.761904762,11.475,8.2
948,2019-02-06,C,Naypyitaw,Existing,Male,Home and lifestyle,35.81,5,8.9525,188.0025,Ewallet,Free,373-88-1424,2/6/2019,18:44,179.05,4.761904762,8.9525,7.9
34,2019-02-06,C,Naypyitaw,Existing,Female,Food and beverages,99.42,4,19.884,417.564,Ewallet,Free,183-56-6882,2/6/2019,10:42,397.68,4.761904762,19.884,7.5
94,2019-02-06,C,Naypyitaw,New,Male,Health and beauty,89.75,1,4.4875,94.2375,Credit card,Free,512-91-0811,2/6/2019,20:05,89.75,4.761904762,4.4875,6.6
592,2019-02-07,A,Yangon,Existing,Female,Sports and travel,45.58,1,2.279,47.859,Cash,Customer Paid,560-49-6611,2/7/2019,14:13,45.58,4.761904762,2.279,9.8
957,2019-02-07,B,Mandalay,New,Male,Electronic accessories,46.02,6,13.806,289.926,Cash,Customer Paid,430-02-3888,2/7/2019,15:55,276.12,4.761904762,13.806,7.1
619,2019-02-07,C,Naypyitaw,Existing,Female,Fashion accessories,43.46,6,13.038,273.798,Ewallet,Free,641-96-3695,2/7/2019,17:55,260.76,4.761904762,13.038,8.5
153,2019-02-07,C,Naypyitaw,New,Female,Food and beverages,16.48,6,4.944,103.824,Ewallet,Free,214-17-6927,2/7/2019,18:23,98.88,4.761904762,4.944,9.9
891,2019-02-07,B,Mandalay,New,Female,Electronic accessories,57.91,8,23.164,486.444,Cash,Customer Paid,114-35-5271,2/7/2019,15:06,463.28,4.761904762,23.164,8.1
985,2019-02-07,B,Mandalay,New,Female,Fashion accessories,63.71,5,15.9275,334.4775,Ewallet,Free,374-38-5555,2/7/2019,19:30,318.55,4.761904762,15.9275,8.5
912,2019-02-07,A,Yangon,New,Female,Home and lifestyle,93.12,8,37.248,782.208,Cash,Customer Paid,453-33-6436,2/7/2019,10:09,744.96,4.761904762,37.248,6.8
678,2019-02-07,C,Naypyitaw,New,Male,Health and beauty,58.95,10,29.475,618.975,Ewallet,Free,648-94-3045,2/7/2019,14:27,589.5,4.761904762,29.475,8.1
57,2019-02-07,A,Yangon,New,Male,Health and beauty,89.6,8,35.84,752.64,Ewallet,Free,635-40-6220,2/7/2019,11:28,716.8,4.761904762,35.84,6.6
259,2019-02-07,C,Naypyitaw,Existing,Male,Electronic accessories,65.94,4,13.188,276.948,Credit card,Free,380-94-4661,2/7/2019,13:05,263.76,4.761904762,13.188,6.9
822,2019-02-07,C,Naypyitaw,Existing,Male,Sports and travel,10.17,1,0.5085,10.6785,Cash,Customer Paid,784-21-9238,2/7/2019,14:15,10.17,4.761904762,0.5085,5.9
974,2019-02-07,C,Naypyitaw,New,Male,Fashion accessories,86.13,2,8.613,180.873,Cash,Customer Paid,744-82-9138,2/7/2019,17:59,172.26,4.761904762,8.613,8.2
439,2019-02-07,C,Naypyitaw,New,Female,Electronic accessories,40.86,8,16.344,343.224,Credit card,Free,810-60-6344,2/7/2019,14:38,326.88,4.761904762,16.344,6.5
528,2019-02-07,B,Mandalay,Existing,Female,Food and beverages,54.36,10,27.18,570.78,Credit card,Free,827-44-5872,2/7/2019,11:28,543.6,4.761904762,27.18,6.1
535,2019-02-07,C,Naypyitaw,New,Male,Home and lifestyle,16.67,7,5.8345,122.5245,Ewallet,Free,583-41-4548,2/7/2019,11:36,116.69,4.761904762,5.8345,7.4
330,2019-02-07,B,Mandalay,New,Male,Home and lifestyle,22.02,9,9.909,208.089,Cash,Customer Paid,868-81-1752,2/7/2019,18:48,198.18,4.761904762,9.909,6.8
700,2019-02-07,C,Naypyitaw,New,Female,Fashion accessories,60.41,8,24.164,507.444,Ewallet,Free,626-43-7888,2/7/2019,12:23,483.28,4.761904762,24.164,9.6
13,2019-02-07,A,Yangon,New,Male,Food and beverages,43.19,10,21.595,453.495,Ewallet,Free,252-56-2699,2/7/2019,16:48,431.9,4.761904762,21.595,8.2
610,2019-02-07,A,Yangon,New,Female,Electronic accessories,28.96,1,1.448,30.408,Credit card,Free,421-95-9805,2/7/2019,10:18,28.96,4.761904762,1.448,6.2
457,2019-02-07,B,Mandalay,New,Male,Electronic accessories,79.39,10,39.695,833.595,Cash,Customer Paid,533-33-5337,2/7/2019,20:24,793.9,4.761904762,39.695,6.2
732,2019-02-08,A,Yangon,Existing,Male,Fashion accessories,19.7,1,0.985,20.685,Ewallet,Free,756-49-0168,2/8/2019,11:39,19.7,4.761904762,0.985,9.5
812,2019-02-08,C,Naypyitaw,Existing,Female,Sports and travel,64.97,5,16.2425,341.0925,Credit card,Free,815-04-6282,2/8/2019,12:52,324.85,4.761904762,16.2425,6.5
921,2019-02-08,B,Mandalay,New,Female,Home and lifestyle,16.37,6,4.911,103.131,Cash,Customer Paid,181-82-6255,2/8/2019,10:58,98.22,4.761904762,4.911,7.0
605,2019-02-08,B,Mandalay,New,Male,Home and lifestyle,31.75,4,6.35,133.35,Cash,Customer Paid,830-58-2383,2/8/2019,15:26,127.0,4.761904762,6.35,8.6
466,2019-02-08,C,Naypyitaw,Existing,Female,Health and beauty,37.15,7,13.0025,273.0525,Credit card,Free,440-59-5691,2/8/2019,13:12,260.05,4.761904762,13.0025,7.7
129,2019-02-08,B,Mandalay,New,Female,Sports and travel,90.28,9,40.626,853.146,Ewallet,Free,549-84-7482,2/8/2019,11:15,812.52,4.761904762,40.626,7.2
4,2019-02-08,A,Yangon,New,Male,Sports and travel,86.31,7,30.2085,634.3785,Ewallet,Free,373-73-7910,2/8/2019,10:37,604.17,4.761904762,30.2085,5.3
26,2019-02-08,B,Mandalay,New,Male,Fashion accessories,33.52,1,1.676,35.196,Cash,Customer Paid,649-29-6775,2/8/2019,15:31,33.52,4.761904762,1.676,6.7
167,2019-02-08,A,Yangon,New,Male,Fashion accessories,98.98,10,49.49,1039.29,Credit card,Free,687-47-8271,2/8/2019,16:20,989.8,4.761904762,49.49,8.7
187,2019-02-08,B,Mandalay,Existing,Male,Home and lifestyle,46.47,4,9.294,195.174,Cash,Customer Paid,732-04-5373,2/8/2019,10:53,185.88,4.761904762,9.294,7.0
422,2019-02-08,C,Naypyitaw,Existing,Female,Fashion accessories,97.21,10,48.605,1020.705,Credit card,Free,271-88-8734,2/8/2019,13:00,972.1,4.761904762,48.605,8.7
42,2019-02-08,B,Mandalay,Existing,Female,Sports and travel,69.12,6,20.736,435.456,Cash,Customer Paid,354-25-5821,2/8/2019,13:03,414.72,4.761904762,20.736,5.6
997,2019-02-09,A,Yangon,Existing,Male,Food and beverages,31.84,1,1.592,33.432,Cash,Customer Paid,727-02-1313,2/9/2019,13:22,31.84,4.761904762,1.592,7.7
